Title,Director,Budget,Revenue,IMDB_Rating,Review,Profit,ROI,Genre_Action,Genre_Comedy,Genre_Drama,Genre_Horror,Genre_Romance,Genre_Thriller,compound,sentiment
Movie 27,Director C,62765671,285670973,8.9,Terrible plot and boring scenes.,222905302,3.55138881571106,False,False,False,False,False,True,-0.6597,negative
Movie 28,Director B,79617457,221322439,8.0,Terrible plot and boring scenes.,141704982,1.7798230104234551,False,True,False,False,False,False,-0.6597,negative
Movie 29,Director C,14800639,116584502,7.3,Terrible plot and boring scenes.,101783863,6.8769911218022415,False,True,False,False,False,False,-0.6597,negative
Movie 30,Director A,51965480,157546604,5.3,Terrible plot and boring scenes.,105581124,2.031755003513871,True,False,False,False,False,False,-0.6597,negative
Movie 31,Director B,18598570,208991579,4.7,A decent movie with good direction.,190393009,10.236970315459738,False,False,False,True,False,False,0.4404,positive
Movie 32,Director C,88673873,264708051,7.6,Amazing movie with great visuals and acting.,176034178,1.9851865272649138,False,False,False,False,False,True,0.836,positive
Movie 33,Director C,54654395,180582928,7.5,Amazing movie with great visuals and acting.,125928533,2.3040879512068515,False,False,False,False,True,False,0.836,positive
Movie 34,Director C,4981242,101373419,5.4,Amazing movie with great visuals and acting.,96392177,19.3510327344064,False,True,False,False,False,False,0.836,positive
Movie 35,Director C,62964531,258839640,3.7,"Not worth the time, poor screenplay.",195875109,3.1108801398044243,False,False,False,False,True,False,-0.5812,negative
Movie 36,Director D,61566241,5264257,7.7,Terrible plot and boring scenes.,-56301984,-0.9144944223572136,False,False,False,True,False,False,-0.6597,negative
Movie 37,Director C,71538495,90402645,8.1,Loved the characters and the storyline.,18864150,0.2636922960148938,False,False,False,False,True,False,0.5994,positive
Movie 38,Director C,91076381,34400759,3.8,Amazing movie with great visuals and acting.,-56675622,-0.622286715586558,True,False,False,False,False,False,0.836,positive
Movie 39,Director B,39184821,107885201,6.6,A decent movie with good direction.,68700380,1.753239602651241,False,False,True,False,False,False,0.4404,positive
Movie 40,Director C,89802770,186025643,8.3,Terrible plot and boring scenes.,96222873,1.0714911466539394,False,False,True,False,False,False,-0.6597,negative
Movie 41,Director B,13636419,177007076,4.2,"Not worth the time, poor screenplay.",163370657,11.98046620597387,False,False,False,True,False,False,-0.5812,negative
Movie 42,Director B,69964935,185065800,6.2,Amazing movie with great visuals and acting.,115100865,1.645122160122067,False,False,False,True,False,False,0.836,positive
Movie 43,Director B,49958475,94400963,5.4,A decent movie with good direction.,44442488,0.8895885633018221,False,True,False,False,False,False,0.4404,positive
Movie 44,Director C,77647525,235459755,3.9,A decent movie with good direction.,157812230,2.032418032641736,False,False,True,False,False,False,0.4404,positive
Movie 45,Director C,62315230,32670141,4.9,Loved the characters and the storyline.,-29645089,-0.47572782769156113,False,True,False,False,False,False,0.5994,positive
Movie 46,Director D,10835987,243911929,8.5,Terrible plot and boring scenes.,233075942,21.509433519992225,False,True,False,False,False,False,-0.6597,negative
Movie 47,Director C,70450080,161778140,3.5,Loved the characters and the storyline.,91328060,1.2963514022979108,False,False,False,True,False,False,0.5994,positive
Movie 48,Director D,10321102,298866096,4.1,Terrible plot and boring scenes.,288544994,27.956800930753325,False,False,False,True,False,False,-0.6597,negative
Movie 49,Director C,72390469,79025552,7.2,Terrible plot and boring scenes.,6635083,0.09165685886079837,False,False,False,False,False,True,-0.6597,negative
Movie 50,Director B,76928402,33656353,8.1,Terrible plot and boring scenes.,-43272049,-0.5624976975343905,False,False,False,True,False,False,-0.6597,negative
Movie 51,Director D,8885210,121083080,3.6,"Not worth the time, poor screenplay.",112197870,12.627486576006644,False,False,False,False,True,False,-0.5812,negative
Movie 52,Director D,3020122,239195531,8.9,Amazing movie with great visuals and acting.,236175409,78.20061871672733,True,False,False,False,False,False,0.836,positive
Movie 53,Director A,58057014,94963084,4.5,Terrible plot and boring scenes.,36906070,0.6356866717258315,False,False,False,False,True,False,-0.6597,negative
Movie 54,Director C,63653539,78553664,8.6,Terrible plot and boring scenes.,14900125,0.23408164312749366,False,False,False,True,False,False,-0.6597,negative
Movie 55,Director B,4700527,13517840,7.1,Terrible plot and boring scenes.,8817313,1.8758137119518725,False,False,False,True,False,False,-0.6597,negative
Movie 56,Director D,32795659,285450075,7.2,Amazing movie with great visuals and acting.,252654416,7.703898128712706,False,False,False,True,False,False,0.836,positive
Movie 57,Director B,1392573,45591404,8.0,Terrible plot and boring scenes.,44198831,31.738968800917437,False,False,True,False,False,False,-0.6597,negative
Movie 58,Director B,41479887,240587376,9.1,Amazing movie with great visuals and acting.,199107489,4.800097189271514,False,True,False,False,False,False,0.836,positive
Movie 59,Director D,68095075,185521600,4.5,A decent movie with good direction.,117426525,1.7244496022656557,False,False,False,False,False,True,0.4404,positive
Movie 60,Director B,18697479,131373054,6.2,Amazing movie with great visuals and acting.,112675575,6.026244233246632,False,False,False,False,True,False,0.836,positive
Movie 61,Director A,56230646,49104339,8.8,Loved the characters and the storyline.,-7126307,-0.12673350756098373,False,False,True,False,False,False,0.5994,positive
Movie 62,Director D,24518417,138150209,9.1,Terrible plot and boring scenes.,113631792,4.634548470237699,False,True,False,False,False,False,-0.6597,negative
Movie 63,Director B,94968901,9119718,4.0,Loved the characters and the storyline.,-85849183,-0.903971532744177,False,False,True,False,False,False,0.5994,positive
Movie 64,Director C,27783993,200225386,4.1,Amazing movie with great visuals and acting.,172441393,6.206501455712288,False,False,False,False,False,True,0.836,positive
Movie 65,Director A,61002143,247880152,8.9,Amazing movie with great visuals and acting.,186878009,3.063466294946392,False,True,False,False,False,False,0.836,positive
Movie 66,Director A,10658264,260305092,7.9,"Not worth the time, poor screenplay.",249646828,23.422841468366705,False,False,False,True,False,False,-0.5812,negative
Movie 67,Director A,61511677,191022160,8.8,Amazing movie with great visuals and acting.,129510483,2.1054617483441396,False,False,False,False,False,True,0.836,positive
Movie 68,Director C,90449607,170164833,8.1,Terrible plot and boring scenes.,79715226,0.8813219719130455,False,False,False,False,True,False,-0.6597,negative
Movie 69,Director A,24405330,253243579,5.0,A decent movie with good direction.,228838249,9.37656852007328,False,False,True,False,False,False,0.4404,positive
Movie 70,Director A,81288463,240156214,5.9,"Not worth the time, poor screenplay.",158867751,1.9543702161031142,False,True,False,False,False,False,-0.5812,negative
Movie 71,Director A,84811669,193571083,4.0,A decent movie with good direction.,108759414,1.282363798311763,True,False,False,False,False,False,0.4404,positive
Movie 72,Director D,83813572,250745175,7.7,A decent movie with good direction.,166931603,1.9917013320945205,False,False,False,False,False,True,0.4404,positive
Movie 73,Director B,82209647,274945160,6.4,Loved the characters and the storyline.,192735513,2.344439126468941,False,False,False,False,False,True,0.5994,positive
Movie 74,Director C,86755289,148195577,4.9,Terrible plot and boring scenes.,61440288,0.7082022169276619,False,False,False,False,False,True,-0.6597,negative
Movie 75,Director C,52605744,195752637,5.6,Loved the characters and the storyline.,143146893,2.721126670121803,False,False,True,False,False,False,0.5994,positive
Movie 76,Director D,68430092,67820166,4.9,Loved the characters and the storyline.,-609926,-0.008913125529628106,False,True,False,False,False,False,0.5994,positive
Movie 77,Director A,78341201,256413911,6.5,A decent movie with good direction.,178072710,2.273040337995329,False,False,False,True,False,False,0.4404,positive
Movie 78,Director B,36341385,241238527,4.0,Amazing movie with great visuals and acting.,204897142,5.63812144198687,False,False,False,True,False,False,0.836,positive
Movie 79,Director A,36498585,278502603,8.4,Amazing movie with great visuals and acting.,242004018,6.6305041140636,False,False,True,False,False,False,0.836,positive
Movie 80,Director C,79826914,179376779,6.8,Terrible plot and boring scenes.,99549865,1.247071445101836,False,False,False,True,False,False,-0.6597,negative
Movie 81,Director A,94584832,268279257,5.0,Amazing movie with great visuals and acting.,173694425,1.8363877307515861,False,False,False,True,False,False,0.836,positive
Movie 82,Director A,28315160,163848232,5.9,Amazing movie with great visuals and acting.,135533072,4.786590363607339,False,False,False,True,False,False,0.836,positive
Movie 83,Director A,94274406,21834768,9.2,Terrible plot and boring scenes.,-72439638,-0.7683913489733364,False,True,False,False,False,False,-0.6597,negative
Movie 84,Director C,48561544,293618886,5.3,A decent movie with good direction.,245057342,5.046325174504336,False,True,False,False,False,False,0.4404,positive
Movie 85,Director B,97512760,61591927,8.3,Amazing movie with great visuals and acting.,-35920833,-0.3683705906796198,False,False,False,False,False,True,0.836,positive
Movie 86,Director A,57995137,135316804,3.9,Terrible plot and boring scenes.,77321667,1.333243975266409,True,False,False,False,False,False,-0.6597,negative
Movie 87,Director C,21174324,262894609,4.4,Amazing movie with great visuals and acting.,241720285,11.415726188000146,True,False,False,False,False,False,0.836,positive
Movie 88,Director A,37137453,202032650,7.9,Terrible plot and boring scenes.,164895197,4.440132095219346,True,False,False,False,False,False,-0.6597,negative
Movie 89,Director D,33197238,98680398,6.5,Terrible plot and boring scenes.,65483160,1.972548439120146,False,True,False,False,False,False,-0.6597,negative
Movie 90,Director D,81455134,152605026,7.4,A decent movie with good direction.,71149892,0.873485666354683,True,False,False,False,False,False,0.4404,positive
Movie 91,Director A,21502927,31388523,4.1,"Not worth the time, poor screenplay.",9885596,0.4597325750117647,False,True,False,False,False,False,-0.5812,negative
Movie 92,Director A,63180089,108727436,6.6,Terrible plot and boring scenes.,45547347,0.7209129920662188,True,False,False,False,False,False,-0.6597,negative
Movie 93,Director C,18300062,92025616,5.3,"Not worth the time, poor screenplay.",73725554,4.028705148649223,False,False,False,True,False,False,-0.5812,negative
Movie 94,Director B,33855283,183828808,7.4,Amazing movie with great visuals and acting.,149973525,4.429841127011108,True,False,False,False,False,False,0.836,positive
Movie 95,Director D,48855982,281181101,4.6,Terrible plot and boring scenes.,232325119,4.755305481322635,False,False,False,False,False,True,-0.6597,negative
Movie 96,Director D,36164897,189997204,8.8,Amazing movie with great visuals and acting.,153832307,4.253635977450731,False,False,False,False,True,False,0.836,positive
Movie 97,Director A,9493937,234090490,7.8,Terrible plot and boring scenes.,224596553,23.656840465657186,False,True,False,False,False,False,-0.6597,negative
Movie 98,Director A,21335838,279045007,4.1,Amazing movie with great visuals and acting.,257709169,12.078699182099152,False,False,False,True,False,False,0.836,positive
Movie 99,Director C,24989269,49600521,3.5,Amazing movie with great visuals and acting.,24611252,0.9848728268121809,False,False,False,False,True,False,0.836,positive
Movie 100,Director C,45963211,201973490,9.0,"Not worth the time, poor screenplay.",156010279,3.3942423865904408,False,True,False,False,False,False,-0.5812,negative
Movie 101,Director C,9099947,79493403,9.4,Loved the characters and the storyline.,70393456,7.7355896688189505,False,False,False,False,False,True,0.5994,positive
Movie 102,Director C,93264256,214080043,6.1,"Not worth the time, poor screenplay.",120815787,1.295413614836535,False,False,True,False,False,False,-0.5812,negative
Movie 103,Director C,84046195,229320693,9.5,"Not worth the time, poor screenplay.",145274498,1.7285077331579377,False,False,False,False,False,True,-0.5812,negative
Movie 104,Director A,99537885,113949183,7.0,"Not worth the time, poor screenplay.",14411298,0.1447820395219368,False,False,False,True,False,False,-0.5812,negative
Movie 105,Director D,59207517,71494628,6.0,Loved the characters and the storyline.,12287111,0.20752619975602085,False,False,False,True,False,False,0.5994,positive
Movie 106,Director B,81839512,169641542,9.3,Terrible plot and boring scenes.,87802030,1.0728562262199217,True,False,False,False,False,False,-0.6597,negative
Movie 107,Director C,45716117,241971333,6.3,Terrible plot and boring scenes.,196255216,4.292910878673269,False,False,True,False,False,False,-0.6597,negative
Movie 108,Director A,92579437,58979999,4.2,Loved the characters and the storyline.,-33599438,-0.3629254949994997,False,True,False,False,False,False,0.5994,positive
Movie 109,Director D,80713560,93313595,8.8,Loved the characters and the storyline.,12600035,0.15610803190938424,False,False,False,False,False,True,0.5994,positive
Movie 110,Director D,11859113,222786855,9.5,Amazing movie with great visuals and acting.,210927742,17.786131391108256,False,False,False,False,True,False,0.836,positive
Movie 111,Director B,8485354,261114001,7.4,A decent movie with good direction.,252628647,29.772316747185798,False,True,False,False,False,False,0.4404,positive
Movie 112,Director D,73656657,283961856,7.3,A decent movie with good direction.,210305199,2.8552096655703503,False,False,False,False,True,False,0.4404,positive
Movie 113,Director B,32049722,99629790,8.2,Loved the characters and the storyline.,67580068,2.1086007547896983,False,False,False,False,False,True,0.5994,positive
Movie 114,Director D,81298730,66581477,5.7,"Not worth the time, poor screenplay.",-14717253,-0.18102684998892357,False,True,False,False,False,False,-0.5812,negative
Movie 115,Director D,4032219,237247926,5.2,A decent movie with good direction.,233215707,57.83805567108334,True,False,False,False,False,False,0.4404,positive
Movie 116,Director B,43344857,162270645,5.1,Loved the characters and the storyline.,118925788,2.743711624195692,True,False,False,False,False,False,0.5994,positive
Movie 117,Director B,22910666,134681450,7.3,A decent movie with good direction.,111770784,4.87854800903649,False,True,False,False,False,False,0.4404,positive
Movie 118,Director D,73199989,181892274,8.8,Loved the characters and the storyline.,108692285,1.4848675045565922,False,False,False,True,False,False,0.5994,positive
Movie 119,Director D,5637941,79873094,6.6,"Not worth the time, poor screenplay.",74235153,13.167068083898005,False,False,False,False,True,False,-0.5812,negative
Movie 120,Director D,81874928,143253309,8.5,"Not worth the time, poor screenplay.",61378381,0.7496602745104093,False,False,False,False,False,True,-0.5812,negative
Movie 121,Director B,46677791,294595135,5.3,Terrible plot and boring scenes.,247917344,5.311248426473309,False,False,False,True,False,False,-0.6597,negative
Movie 122,Director C,2441442,298333085,5.5,Loved the characters and the storyline.,295891643,121.19544228369955,False,True,False,False,False,False,0.5994,positive
Movie 123,Director A,38027682,201399272,6.5,Loved the characters and the storyline.,163371590,4.296122756049133,False,False,True,False,False,False,0.5994,positive
Movie 124,Director C,55440765,80469489,4.5,Terrible plot and boring scenes.,25028724,0.45144983118468873,True,False,False,False,False,False,-0.6597,negative
Movie 125,Director D,47399172,80305936,7.4,Terrible plot and boring scenes.,32906764,0.6942476547902566,False,False,True,False,False,False,-0.6597,negative
Movie 126,Director C,8573185,251708977,7.4,"Not worth the time, poor screenplay.",243135792,28.36003095698973,False,False,False,False,False,True,-0.5812,negative
Movie 127,Director C,90898952,53478040,4.3,Loved the characters and the storyline.,-37420912,-0.411675945394838,False,False,True,False,False,False,0.5994,positive
Movie 128,Director D,55838962,298095213,9.0,A decent movie with good direction.,242256251,4.338480557715238,False,False,False,False,False,True,0.4404,positive
Movie 129,Director A,24304845,179678293,9.5,Terrible plot and boring scenes.,155373448,6.392694460713492,False,True,False,False,False,False,-0.6597,negative
Movie 130,Director C,21994025,64230508,4.9,"Not worth the time, poor screenplay.",42236483,1.9203616891405735,False,False,True,False,False,False,-0.5812,negative
Movie 131,Director A,20067895,290156637,5.0,Loved the characters and the storyline.,270088742,13.458748015175484,False,True,False,False,False,False,0.5994,positive
Movie 132,Director C,87684567,250511679,8.4,Loved the characters and the storyline.,162827112,1.8569643161948899,True,False,False,False,False,False,0.5994,positive
Movie 133,Director C,17320451,291883640,3.9,Terrible plot and boring scenes.,274563189,15.851965344320423,False,False,False,False,False,True,-0.6597,negative
Movie 134,Director D,86380420,165383518,4.2,Terrible plot and boring scenes.,79003098,0.914594974185122,False,False,True,False,False,False,-0.6597,negative
Movie 135,Director A,16228247,26949177,8.9,"Not worth the time, poor screenplay.",10720930,0.6606338934821487,False,False,False,True,False,False,-0.5812,negative
Movie 136,Director A,78470204,177325122,8.6,Amazing movie with great visuals and acting.,98854918,1.2597764879010638,False,False,False,True,False,False,0.836,positive
Movie 137,Director A,11663852,10112775,6.3,Terrible plot and boring scenes.,-1551077,-0.13298153988922357,False,True,False,False,False,False,-0.6597,negative
Movie 138,Director A,62948256,58362589,7.1,Terrible plot and boring scenes.,-4585667,-0.07284819773243599,False,False,False,True,False,False,-0.6597,negative
Movie 139,Director B,80296555,64797957,8.2,Amazing movie with great visuals and acting.,-15498598,-0.1930169731441156,False,False,False,True,False,False,0.836,positive
Movie 140,Director A,52618777,175795366,5.1,Amazing movie with great visuals and acting.,123176589,2.3409245904746134,False,True,False,False,False,False,0.836,positive
Movie 141,Director C,21590376,14753093,8.7,Amazing movie with great visuals and acting.,-6837283,-0.3166819790447373,False,False,False,False,False,True,0.836,positive
Movie 142,Director D,95904493,128447361,5.5,A decent movie with good direction.,32542868,0.33932579154555353,False,False,False,True,False,False,0.4404,positive
Movie 143,Director B,85047437,216722925,3.7,Amazing movie with great visuals and acting.,131675488,1.5482593320243148,True,False,False,False,False,False,0.836,positive
Movie 144,Director C,44345119,76655261,8.7,Terrible plot and boring scenes.,32310142,0.7286065012025337,False,False,False,False,False,True,-0.6597,negative
Movie 145,Director B,14594963,169349003,6.7,Amazing movie with great visuals and acting.,154754040,10.60324990203812,False,False,False,False,True,False,0.836,positive
Movie 146,Director B,96704696,164040133,3.6,A decent movie with good direction.,67335437,0.6962995571590442,False,True,False,False,False,False,0.4404,positive
Movie 147,Director C,35823717,71763876,5.1,Loved the characters and the storyline.,35940159,1.0032504164768832,False,True,False,False,False,False,0.5994,positive
Movie 148,Director D,86226602,54589562,6.2,Amazing movie with great visuals and acting.,-31637040,-0.36690579549916624,False,False,False,True,False,False,0.836,positive
Movie 149,Director D,82572897,208642037,4.6,Loved the characters and the storyline.,126069140,1.5267617412042598,False,False,False,False,False,True,0.5994,positive
Movie 150,Director A,98859658,95518664,3.6,Terrible plot and boring scenes.,-3340994,-0.03379532225369422,False,False,False,False,True,False,-0.6597,negative
Movie 151,Director C,70370870,298336345,9.3,"Not worth the time, poor screenplay.",227965475,3.2394863812256407,False,False,False,True,False,False,-0.5812,negative
Movie 152,Director B,48311559,8579772,5.4,Loved the characters and the storyline.,-39731787,-0.8224074698148325,False,True,False,False,False,False,0.5994,positive
Movie 153,Director B,40835242,258084886,3.7,"Not worth the time, poor screenplay.",217249644,5.320150765850733,False,False,False,False,False,True,-0.5812,negative
Movie 154,Director D,67252730,215326568,7.1,A decent movie with good direction.,148073838,2.201752077573654,False,False,False,True,False,False,0.4404,positive
Movie 155,Director A,54491805,49294244,6.0,"Not worth the time, poor screenplay.",-5197561,-0.09538243411096403,False,True,False,False,False,False,-0.5812,negative
Movie 156,Director A,22362074,39487596,5.5,"Not worth the time, poor screenplay.",17125522,0.7658288761588035,False,False,True,False,False,False,-0.5812,negative
Movie 157,Director D,58312438,58806184,5.1,Loved the characters and the storyline.,493746,0.00846725016024883,False,False,True,False,False,False,0.5994,positive
Movie 158,Director C,84033495,172490353,6.5,A decent movie with good direction.,88456858,1.0526380938933932,False,True,False,False,False,False,0.4404,positive
Movie 159,Director C,99760456,42477295,7.2,"Not worth the time, poor screenplay.",-57283161,-0.574207088628384,False,False,True,False,False,False,-0.5812,negative
Movie 160,Director C,97651954,290313122,5.4,Loved the characters and the storyline.,192661168,1.9729371518771657,False,False,False,True,False,False,0.5994,positive
Movie 161,Director B,66987796,277613771,8.8,Amazing movie with great visuals and acting.,210625975,3.1442439903531083,False,False,False,False,False,True,0.836,positive
Movie 162,Director B,52024768,264760171,3.7,Amazing movie with great visuals and acting.,212735403,4.089117764061918,False,False,False,False,False,True,0.836,positive
Movie 163,Director D,77768307,13408434,6.2,Amazing movie with great visuals and acting.,-64359873,-0.8275848540717236,False,True,False,False,False,False,0.836,positive
Movie 164,Director C,16951866,219586171,5.2,"Not worth the time, poor screenplay.",202634305,11.953510309720476,False,True,False,False,False,False,-0.5812,negative
Movie 165,Director B,44846867,39067749,3.5,Amazing movie with great visuals and acting.,-5779118,-0.12886336073376095,False,False,False,False,False,True,0.836,positive
Movie 166,Director D,66894259,222734224,7.0,A decent movie with good direction.,155839965,2.3296463303375554,False,True,False,False,False,False,0.4404,positive
Movie 167,Director A,35698124,246362333,5.1,Loved the characters and the storyline.,210664209,5.901268341159889,False,True,False,False,False,False,0.5994,positive
Movie 168,Director C,99230605,81147007,9.4,"Not worth the time, poor screenplay.",-18083598,-0.18223811091346265,False,False,False,True,False,False,-0.5812,negative
Movie 169,Director A,42477124,234047664,4.8,A decent movie with good direction.,191570540,4.50996964860427,False,False,False,True,False,False,0.4404,positive
Movie 170,Director D,15823672,34771610,6.5,Loved the characters and the storyline.,18947938,1.1974425405177762,False,False,False,False,True,False,0.5994,positive
Movie 171,Director C,19140598,165106531,7.6,Terrible plot and boring scenes.,145965933,7.625986032411317,False,False,False,False,True,False,-0.6597,negative
Movie 172,Director C,43655621,239133362,4.0,"Not worth the time, poor screenplay.",195477741,4.47772214716634,False,False,False,False,False,True,-0.5812,negative
Movie 173,Director C,65907441,153000876,3.6,A decent movie with good direction.,87093435,1.3214507144951964,False,False,False,False,True,False,0.4404,positive
Movie 174,Director A,15502426,113016527,9.1,"Not worth the time, poor screenplay.",97514101,6.290247797344751,True,False,False,False,False,False,-0.5812,negative
Movie 175,Director A,67507101,231683423,8.7,Amazing movie with great visuals and acting.,164176322,2.431985962484154,False,False,False,True,False,False,0.836,positive
Movie 176,Director C,36166056,181816601,7.1,"Not worth the time, poor screenplay.",145650545,4.0272720088693115,False,False,False,False,False,True,-0.5812,negative
Movie 177,Director C,2969292,25875072,7.1,Amazing movie with great visuals and acting.,22905780,7.714222784421337,False,True,False,False,False,False,0.836,positive
Movie 178,Director B,72879894,189381061,6.0,Loved the characters and the storyline.,116501167,1.5985364495727725,False,False,False,True,False,False,0.5994,positive
Movie 179,Director D,88917174,19128274,8.9,Loved the characters and the storyline.,-69788900,-0.7848753717701374,False,False,True,False,False,False,0.5994,positive
Movie 180,Director D,8084253,217655320,7.3,"Not worth the time, poor screenplay.",209571067,25.9233681825643,True,False,False,False,False,False,-0.5812,negative
Movie 181,Director C,28620005,109927670,6.9,"Not worth the time, poor screenplay.",81307665,2.840938182924846,False,False,True,False,False,False,-0.5812,negative
Movie 182,Director D,8938112,40143345,4.5,A decent movie with good direction.,31205233,3.491255535844706,True,False,False,False,False,False,0.4404,positive
Movie 183,Director B,34220277,72717972,4.1,"Not worth the time, poor screenplay.",38497695,1.1249965919329057,False,False,False,False,False,True,-0.5812,negative
Movie 184,Director B,4259911,18070329,8.4,Terrible plot and boring scenes.,13810418,3.2419498905024073,False,False,False,False,True,False,-0.6597,negative
Movie 185,Director D,70559309,8046663,4.7,"Not worth the time, poor screenplay.",-62512646,-0.8859588746822903,False,False,False,False,False,True,-0.5812,negative
Movie 186,Director B,59993305,35647987,6.0,Amazing movie with great visuals and acting.,-24345318,-0.40580058058144985,True,False,False,False,False,False,0.836,positive
Movie 187,Director B,98154380,151563214,6.1,Loved the characters and the storyline.,53408834,0.5441309292565446,False,False,True,False,False,False,0.5994,positive
Movie 188,Director B,8268554,105032512,7.5,"Not worth the time, poor screenplay.",96763958,11.702645710483356,False,False,False,False,False,True,-0.5812,negative
Movie 189,Director B,17134146,132228056,7.7,Amazing movie with great visuals and acting.,115093910,6.717224774435796,False,False,False,False,False,True,0.836,positive
Movie 190,Director B,63054067,117231190,4.1,A decent movie with good direction.,54177123,0.8592169478933056,True,False,False,False,False,False,0.4404,positive
Movie 191,Director A,95326740,4518111,5.3,Amazing movie with great visuals and acting.,-90808629,-0.9526039493220895,False,False,False,False,False,True,0.836,positive
Movie 192,Director D,44866791,135419204,6.0,Terrible plot and boring scenes.,90552413,2.018250268890414,True,False,False,False,False,False,-0.6597,negative
Movie 193,Director C,65027120,90890929,4.1,Amazing movie with great visuals and acting.,25863809,0.3977388049785997,False,False,False,False,False,True,0.836,positive
Movie 194,Director C,22129822,250233341,8.2,A decent movie with good direction.,228103519,10.307517114236164,False,True,False,False,False,False,0.4404,positive
Movie 195,Director C,40410384,182360602,4.1,Amazing movie with great visuals and acting.,141950218,3.512716384976693,True,False,False,False,False,False,0.836,positive
Movie 196,Director A,70374030,294127882,4.0,Amazing movie with great visuals and acting.,223753852,3.179494651649195,False,False,False,False,False,True,0.836,positive
Movie 197,Director A,20906697,10350757,7.8,Terrible plot and boring scenes.,-10555940,-0.5049071118216331,False,False,False,False,False,True,-0.6597,negative
Movie 198,Director B,55542094,139651815,4.8,"Not worth the time, poor screenplay.",84109721,1.5143419151607789,False,False,False,False,False,True,-0.5812,negative
Movie 199,Director C,37459008,72588854,4.2,Amazing movie with great visuals and acting.,35129846,0.9378210442732493,True,False,False,False,False,False,0.836,positive
